CID,Class,PUBCHEM_XLOGP3_AA,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,AM1_dipole,AM1_E,AM1_Eele,AM1_HF,AM1_HOMO,AM1_IP,AM1_LUMO,apol,ASA,ASA+,ASA-,ASA_H,ASA_P,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,CASA+,CASA-,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,DASA,DCASA,dens,density,diameter,dipole,dipoleX,dipoleY,dipoleZ,E,E_ang,E_ele,E_nb,E_oop,E_rele,E_rnb,E_rsol,E_rvdw,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,glob,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,MNDO_dipole,MNDO_E,MNDO_Eele,MNDO_HF,MNDO_HOMO,MNDO_IP,MNDO_LUMO,mr,mutagenic,nmol,npr1,npr2,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,PM3_dipole,PM3_E,PM3_Eele,PM3_HF,PM3_HOMO,PM3_IP,PM3_LUMO,pmi,pmi1,pmi2,pmi3,pmiX,pmiY,pmiZ,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rgyr,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,std_dim1,std_dim2,std_dim3,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vol,VSA,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8,Weight,weinerPath,weinerPol,zagreb
11574718,0,3.0999999,393.16885,393.43573,81.699997,393.16885,0,29,0,0,0,0,0,1,3,1 5 255,6.6581354,-116087.53,-873110.63,-53.179062,-8.3412199,8.3412199,-0.35365999,60.56424,704.00208,0,0,704.00208,0,0,0,3,4,5,0,18,0,52,2,7,29,21,81.518555,1.5676645,0,0,22,0,0,23,0,3,4,0,0,1.5302169,-2.3478994,-0.58805907,0.47947073,2.3052874,-2.3497193,-0.56772828,0.59620279,2.5145557,-2.0434051,-0.3456026,0.68857986,2.6316659,34.489761,7,0.22580644,18,54,1,31,2,8,0.25806451,35,0,0,0,20.802753,16.77636,13.696153,15.560114,14.032739,8.9384079,5.3807683,7.4763298,0,0,0,0,1.0249248,0.73181641,15,0,0,0,0,120.18911,23.752476,-10.004201,60.833759,2.4793122,0,0,0,0,-13.460982,0.61158097,5.960372,4.3811069,26.551607,70.837959,0,0,1,0,0,0,0,-0.81403303,-0.46841294,-0.04907224,2.5463018,-0.99737519,-0.39558226,0.072776109,2.7229013,-0.4870806,-0.20312645,0.14167304,2.8546631,0.0204321,23.658689,11.571428,6.4910836,16.869438,8.1431456,4.5238161,4.736907,7,2,1,0,2.8204801,-4.53403,3.0473192,-116384.73,-858152.81,-65.802299,-8.8396997,8.8396997,-0.38231,11.160368,0,1,0.17583759,0.84548146,18,1,3,7,0,0,0,2.402164,-2.402164,0.092472814,0.1437051,162.33583,76.776947,33.994572,8.6190128,12.949531,0,0,63.483059,24.509808,0,0,0,19.386389,7.6481595,0.90240723,0.28075784,0.065985672,0.097592764,0.71924216,0.031607095,369.71924,115.02741,27.034548,39.984077,294.6759,12.949531,0.46666667,0.875,6.1335378,-106561.71,-855907.69,-68.047562,-8.4049501,8.4049501,-0.49041,9992.2051,1738.4741,8359.1201,9886.8164,392.21588,8170.3887,1429.6007,0,0,0,0,1,0,0,0,1,0,409.70331,0,0,0,409.70331,0,8,0,5.0395269,3,0,0,0.62068963,4.4763999,32.999664,58.065815,23.862217,0,0,106.1516,0,164.30215,0,57.326542,11.33574,23.862217,49.785194,0,15.730285,50.662895,157.931,5.2587838,139.47762,4.8397737,2.4271448,0.69180155,81.709999,0.3796615,5.9541965,3.6938653,9.4127369,409.70331,537.62524,383.875,426.10562,26.760765,0,0,11.365152,337.53351,12.949531,38.125919,1.0368475,0.16589819,2.5743885,1.8695023,1.2152365,0.446843,0.21833149,0.051835973,0.005434652,0,1018.875,632.75,502.25,423,357.875,263.625,166.625,117.125,0.5,0.70710677,0.5,0.5,0.5,1,-2.6074576,-2.59834,-2.5919623,-5.8242588,-5.7041755,-5.5955062,1.4063568,307.625,354.375,274,98.5,37.125,9.125,1,0,0.088601291,0.022163121,0.74786472,0.64982504,0.49246988,0.42304674,0.48324093,1.1358492,1.5875366,1.1219593,0.35489467,0.21507721,0.58176172,1.0553454,0.80128843,1.1507759,2.0737276,0,1.4241918,638.08118,908.75,1442.125,807.75,387.5,122.375,44.5,9.375,1,0,1134.5,453.375,113.5,23.875,7.375,0.25,0,0,393.44299,2450,45,146
11588394,0,2,353.13754,353.37186,81.199997,353.13754,0,26,0,0,0,0,0,1,11,1 5 255,6.6539345,-105920.16,-756295.5,10.55248,-8.08008,8.08008,-1.30892,52.617065,625.72321,0,0,625.72321,0,0,0,2,3,5,0,6,0,45,2,7,26,16,72.95726,1.6212723,0,0,19,0,0,19,0,3,4,0,0,1.5305367,-2.3869166,-0.61123168,0.42165875,2.3273699,-2.4557159,-0.56996715,0.51603055,2.5057869,-2.0574977,-0.32246643,0.67518586,2.6634042,30.116934,5,0.17857143,6,47,6,28,2,5,0.17857143,35,0,0,0,18.518297,14.699009,11.618802,13.275657,12.638891,7.8610573,4.3034182,6.0824828,0,0,0,0,1.0462708,0.75148529,14,0,0,0,0,152.88272,34.011463,-0.01085211,61.774532,30.315105,0,0,0,0,-29.417711,-0.18929778,6.1921406,36.989376,20.778776,61.785385,0,0,1,0,0,0,0,-0.79936701,-0.46561715,-0.021156039,2.4938822,-1.086331,-0.36236003,0.080205359,2.6196554,-0.4870806,-0.20903823,0.14916424,2.7954893,0.14558563,20.727041,9.9722996,5.2992001,14.661879,6.9482689,3.65241,3.9182568,7,2,1,0,1.99448,-3.8424499,4.8472886,-106194.55,-748608.31,-31.447969,-8.1809797,8.1809797,-1.28553,9.7142687,0,1,0.21969779,0.98137438,19,1,3,5,0,0,0,2.2284057,-2.2284057,0.080333911,0.15491037,105.13799,100.44804,42.613583,8.458519,0,0,0,75.737961,0,0,0,0.27378201,19.249496,7.5112681,0.92478508,0.28593141,0.075214922,0.075214922,0.71406859,0,332.39609,102.77251,27.034548,27.034548,256.65814,0,0.5,1,5.2729707,-96908.688,-741581.44,-37.42384,-8.0884705,8.0884705,-1.49895,7001.3877,1397.6729,6243.3052,6361.7974,4631.6655,1703.8525,665.86969,0,0,0,0,1,0,0,0,1,0,359.43063,0,0,0,359.43063,0,7,1,4.4511509,3,0,0,1,2.5464001,51.010414,23.698362,41.076572,0,0,131.20738,0,123.07346,0,18.487032,9.9744396,23.862217,49.785194,18.01075,24.000526,20.767498,123.07346,5.6876111,123.36596,4.0422049,1.732603,1.542331,81.18,0.41210872,5.8073549,3.5478508,9.0971994,359.43063,470.23941,337.75,372.56244,26.760765,0,0,11.365152,263.10895,39.948589,38.125919,2.1819365,0.14917302,2.6658165,2.1079314,1.3737175,0.52930838,0.24499133,0.078450665,0.008759385,0.000191603,860,530,406.125,337.125,280.125,208.75,143.5,97.875,0.86602539,1.2247449,0.5,0.5,0.70710677,1.118034,-2.8480196,-2.760972,-2.7149007,-6.1319818,-6.0503173,-5.8014684,1.3637543,347.125,415.625,281.375,96.5,38.125,10.625,1.375,0.25,0.11542013,0.036336672,0.25276551,0.23574145,0.42031074,0.62732267,0.62310183,0.33483821,1.1471769,0.90850306,0.88282293,1.304203,1.1100898,1.5439525,1.7813828,1.9102679,6.1881866,6.8775239,1.4042103,565.62042,794.25,1357.125,812,393.625,123.75,46.875,12.25,1.375,0.25,1010,396.375,112.25,27.25,8.75,1.625,0,0,353.37799,1786,41,132
11595532,0,2.9000001,353.13754,353.37186,85.699997,353.13754,0,26,0,0,0,0,0,1,6,1 5 255,2.1243818,-105945.3,-746576.88,-41.624611,-8.5216103,8.5216103,-0.82595003,52.617065,625.66833,0,0,625.66833,0,0,0,3,4,6,0,18,0,45,2,8,26,18,72.95726,1.6212723,0,0,19,0,0,19,0,3,4,0,0,1.5454254,-2.3370962,-0.61220407,0.58821881,2.301337,-2.3023143,-0.57879084,0.71205401,2.5085118,-2.0420818,-0.42424372,0.78926331,2.6084044,29.818933,6,0.21428572,18,47,0,28,2,6,0.21428572,29,0,0,0,18.518297,14.685187,11.618802,13.275657,12.638891,7.8277535,4.3034182,6.0824828,0,0,0,0,1.0489885,0.75067401,13,0,0,0,0,126.52454,25.427536,-0.62819093,67.265648,11.963315,0,0,0,0,-14.177387,1.0855024,6.3000283,13.947778,14.482507,67.893837,0,0,1,0,0,0,0,-0.78649706,-0.47328293,-0.008965375,2.466944,-0.89700431,-0.39987534,0.1391242,2.6383431,-0.4870806,-0.20857145,0.15350024,2.7643425,0.056741409,20.727041,9.9722996,5.2992001,14.99578,7.113904,3.7422805,4.1030207,7,2,1,0,2.51401,-2.98455,1.7289083,-106231.72,-741259.75,-68.612633,-8.8090296,8.8090296,-0.58669001,9.8154354,0,1,0.16473316,0.91431487,18,1,3,6,0,0,0,2.3120787,-2.3120787,0.093990557,0.15562323,83.901062,121.16146,45.185135,0,10.324173,0,0,49.019615,24.509808,0,0,5.8194671,5.6825762,15.278809,0.8971824,0.27795857,0.074209422,0.10281758,0.72204143,0.028608158,323.77707,100.31027,26.780851,37.105026,260.57184,10.324173,0.46153846,0.85714287,2.1330497,-96933.633,-732404.56,-62.37426,-8.6434698,8.6434698,-0.95831001,7636.7524,1210.1946,6716.917,7346.3936,865.79993,990.75269,5780.2002,0,0,0,0,1,0,0,0,1,0,360.88211,0,0,0,360.88211,0,7,0,4.6487331,3,0,0,1,3.6185999,58.384892,51.58181,0,0,0,106.1516,0,146.23015,0,26.05838,9.8513498,0,91.955948,0,20.973713,29.037741,140.28783,0,106.1516,4.4282341,2.0344923,1.0548255,85.730003,0.41210872,5.8073549,3.5100989,9.1020985,360.88211,470.74759,336.875,375.20477,18.876421,0,0,5.6825762,291.86697,11.190562,38.125919,1.316937,0.14297067,2.6365359,1.991737,1.2492412,0.45346731,0.25266004,0.1192201,0.042079505,0.017924922,924.625,563.75,433.75,366.75,304.75,226.75,142.25,96.75,0.70710677,0.5,0.86602539,0.5,0.70710677,0.5,-2.8479123,-2.7690287,-2.7623546,-8.0977259,-8.0356188,-7.8581524,1.3563582,301.25,358.75,259.875,96.125,45.875,21.875,7.625,3.5,0.12074928,0.060668029,0.47021493,0.39763045,0.15763472,0.15826386,0.22084668,0.90916979,1.2114551,0.71900594,0.57685804,0.59431154,0.41970167,1.0400239,1.214218,1.6383996,2.8262711,3.6198351,1.4176211,567.14734,804,1320.125,746.25,361.375,118.25,52.375,22.25,7.625,3.5,1018.875,387.5,101.5,22.125,6.5,0.375,0,0,353.37799,1767,41,132
11603925,0,3.5,409.16376,409.43512,91.800003,409.16376,0,30,0,0,0,0,0,1,2,1 5 255,3.3731277,-123471.46,-920087.25,-88.225159,-8.5907202,8.5907202,-0.74693,61.366238,725.5517,0,0,725.5517,0,0,0,3,4,6,0,18,0,53,1,7,30,20,85.065834,1.6050158,0,0,22,0,0,23,0,3,5,0,0,1.5349904,-2.3719661,-0.58824986,0.48664156,2.3650062,-2.3867254,-0.53916508,0.63113457,2.5083926,-2.1445143,-0.36660415,0.73313558,2.6153634,37.065762,8,0.25,18,55,1,32,3,9,0.28125,36,0,0,0,21.509861,17.261578,13.825909,15.560114,14.58758,9.2581768,5.2605247,7.1229229,0,0,0,0,1.0368901,0.7480399,16,0,0,0,0,137.71376,28.982605,-0.77132577,70.600937,10.803741,0,1.78E-15,1.78E-15,0,-8.5578613,1.3445015,6.4375529,13.47911,19.544426,71.372261,0,0,1,0,0,0,0,-0.78649706,-0.43922061,-0.056939188,2.5200121,-0.89700675,-0.34606075,0.1109488,2.6676948,-0.51356769,-0.20195343,0.11932644,2.8142898,0.025412858,24.638672,12.296376,6.5152354,18.048592,8.903554,4.6788692,5.3565536,8,1,1,0,3.1040101,-4.0554399,0.43004882,-123820.25,-913894.5,-111.57187,-9.2011003,9.2011003,-0.54852003,11.347236,0,1,0.11807551,0.92372417,18,1,3,8,0,0,0,2.5998418,-2.5998418,0.11301459,0.13277854,98.905762,136.18501,45.185135,0,0,14.708499,0,67.767296,24.509808,0,0,5.8194671,19.249496,10.015024,0.88210487,0.30155665,0.083069406,0.11789516,0.69844335,0.034825753,372.55301,127.36109,35.083988,49.792488,294.98441,14.708499,0.5,1,3.0179625,-113327.67,-902155.25,-102.37997,-8.7062302,8.7062302,-0.80752999,12120.538,1401.8406,10966.829,11872.407,2547.9585,8555.585,1016.9952,0,0,0,0,1,0,0,0,1,0,422.34549,0,0,0,422.34549,0,8,0,5.440825,3,0,0,1,4.0897002,32.999664,59.327274,10.999887,20.926258,27.047791,106.1516,0,146.23015,0,54.140968,11.28052,34.862103,66.570724,0,18.915859,29.037741,140.28783,28.671722,139.47762,5.5324788,2.1132641,0.88195515,91.800003,0.37005648,6,3.7391644,9.5105648,422.34549,547.35315,394.875,439.20764,32.44334,0,0,5.6825762,337.08392,28.402819,38.125919,1.7733648,0.16667603,2.5804093,1.8507921,1.280247,0.46891734,0.18907772,0.078267992,0.031823572,0.016235884,1010.25,622.75,492,415.625,343.625,231.625,136.875,97,0.86602539,0.5,1.2247449,0.5,0.5,0.70710677,-2.631855,-2.6048031,-2.5829744,-7.7230182,-7.715354,-7.5015016,1.4187294,334,430.125,328.5,110.625,38.625,16.75,7.125,2.625,0.088668697,0.041203007,0.2770834,0.31771821,0.24786988,0.28041685,0.31376055,0.57280725,0.8925029,0.94662541,0.38833383,0.55385923,0.64717603,0.95852917,1.6788152,2.002975,3.3987896,3.6927869,1.4233919,654.3349,931.375,1464.625,839.75,423.25,126,43.625,17.125,7.125,2.625,1130.625,409.625,94.75,15.375,5,0.375,0,0,409.44199,2694,48,150
11624721,0,3,362.13788,362.38193,89.300003,362.13788,0,27,0,0,0,0,0,1,2,1 5 255,3.5202413,-105944.63,-758839,32.753059,-8.6625795,8.6625795,-0.94624001,54.008274,652.63293,0,0,652.63293,0,0,0,3,4,6,0,18,0,45,1,7,27,18,72.881287,1.6195842,0,0,20,0,0,18,0,4,3,0,0,1.5421405,-2.3370261,-0.61180311,0.5827015,2.3013091,-2.3023193,-0.57878977,0.7086817,2.5083706,-2.0420685,-0.4175424,0.78489405,2.6083343,29.385727,6,0.20689656,18,47,0,29,2,7,0.24137931,28,1,0,0,19.225405,15.185187,12.118802,13.982763,13.176896,8.0777531,4.5534182,6.4907312,0,0,0,0,1.0383639,0.74312502,14,0,0,0,0,142.72844,18.965641,6.658102,70.197792,21.292685,0,0,0,0,-16.341423,0.85108358,5.6903143,23.109058,25.730917,63.539692,0,0,1,0,0,0,0,-0.78649706,-0.4732838,-0.009425758,2.4681294,-0.89700472,-0.401829,0.14060295,2.6321454,-0.4870806,-0.20857058,0.15352729,2.7663932,0.095863685,21.702734,10.683761,5.5384617,14.9608,7.2502356,3.7148032,4.0173821,7,1,1,0,2.4820099,-3.6974299,3.4907105,-106172.81,-752175.81,7.8294902,-9.0003901,9.0003901,-0.76705998,10.270511,0,1,0.18832076,0.98580283,18,1,3,7,0,0,0,2.1692536,-2.1692536,0.062572598,0.15913455,83.901062,135.21098,45.185135,0,0,0,0,49.019615,24.509808,0,17.742489,5.8194671,5.6825762,7.5112681,0.94924134,0.29442179,0.050758686,0.050758686,0.70557821,0,355.56909,110.28522,19.013311,19.013311,264.29718,0,0.5,1,4.1673841,-96251.063,-743513.56,32.021801,-8.8232803,8.8232803,-1.0837899,7977.8477,1382.0688,7234.7173,7338.9087,1714.8711,3219.386,3043.5903,0,0,0,0,1,0,0,0,1,0,374.5824,0,0,0,374.5824,0,7,0,4.6919713,3,0,0,1,3.7846839,32.999664,51.58181,0,47.661102,3.185575,106.1516,0,146.23015,0,20.814953,10.15637,0,97.630081,0,35.517605,29.037741,140.28783,0,106.1516,4.4780245,1.7242032,1.3864796,89.290001,0.40063059,5.8579812,3.5733678,9.2099161,374.5824,487.65549,349,388.50833,36.618912,0,0,5.6825762,285.617,31.490068,42.301487,1.4884789,0.14882025,2.6592414,2.0331173,1.3177136,0.51085752,0.24418584,0.10563676,0.034485299,0.019452721,978.25,603.75,460.625,392,331.75,252.25,169.25,115,1.118034,1.118034,2.236068,0.5,1.118034,0.70710677,-2.9725454,-2.8815465,-2.8778386,-8.2524662,-7.9642673,-7.9219537,1.383073,345.25,413.375,312.25,118.25,46.25,19.625,6.875,3.5,0.11126187,0.05102041,1.10418,1.0240639,0.65937179,0.54054189,0.65019292,1.4405954,2.1466055,1.9029903,0.91911536,1.1066266,1.1507986,1.4124349,1.5346237,2.0414879,3.0654094,3.3512557,1.4104066,595.21844,839.5,1445.75,834.375,411,134,51.25,20,6.875,3.5,1100.5,421,98.75,15.75,5,0.375,0,0,362.38898,1976,43,136
11682654,0,2.4000001,394.16409,394.42377,94.599998,394.16409,0,29,0,0,0,0,0,1,6,1 5 255,6.1265469,-117577.95,-878443.13,-34.944031,-8.3673801,8.3673801,-0.58574998,59.237446,697.60797,0,0,697.60797,0,0,0,3,4,6,0,18,0,51,2,8,29,19,82.947533,1.6264222,0,0,21,0,0,22,0,4,4,0,0,1.5302169,-2.338285,-0.59257978,0.49727619,2.3029768,-2.3497658,-0.57031089,0.56012088,2.5085166,-2.042156,-0.36735663,0.70214546,2.6179278,34.716553,7,0.22580644,18,53,1,31,2,8,0.25806451,34,0,0,0,20.802753,16.646223,13.118802,14.853006,14.032739,8.8082705,4.8034182,6.659833,0,0,0,0,1.0400289,0.74625152,15,0,0,0,0,125.21979,27.164467,-7.1911192,64.571411,7.1486521,0,0,0,0,-13.202444,1.1824981,5.6203113,8.7466593,19.532444,71.762535,0,0,1,0,0,0,0,-0.81390685,-0.47328287,-0.009211524,2.5119426,-0.99737269,-0.40101826,0.087624356,2.6711166,-0.4870806,-0.20857126,0.15308675,2.8133302,0.080120854,23.658689,11.571428,6.4910836,16.789566,8.1030064,4.5008626,4.6912398,8,2,1,0,2.1130099,-3.5559499,4.3761377,-117883.8,-870428.38,-56.898899,-8.5934696,8.5934696,-0.6437,10.990227,0,1,0.20735279,0.896433,18,1,3,7,0,0,0,2.5650516,-2.5650516,0.086600535,0.13457943,122.14445,112.70294,45.185135,8.6190128,12.949531,0,0,49.019615,24.509808,0,0,5.8194671,19.249496,7.6481595,0.88803011,0.2605055,0.080218986,0.1119699,0.7394945,0.031750906,362.18097,106.24654,32.717125,45.666653,301.60107,12.949531,0.46666667,0.875,5.3776236,-107210.78,-863901.25,-59.272461,-8.4534702,8.4534702,-0.65487999,9364.7129,1846.0049,7980.6963,8902.7246,5187.9155,2257.9495,1918.8484,0,0,0,0,1,0,0,0,1,0,407.84763,0,0,0,407.84763,0,8,0,4.872611,3,0,0,1,3.8714001,32.999664,74.851341,23.862217,0,0,106.1516,0,146.23015,0,56.897713,11.11524,23.862217,66.570724,0,15.730285,49.805241,140.28783,5.2587838,139.47762,4.6966543,2.2202432,1.3294175,94.599998,0.3796615,5.9541965,3.6938653,9.4127369,407.84763,528.54968,379.25,421.10477,32.44334,0,0,11.365152,319.51648,24.140093,43.808495,1.165459,0.13870166,2.5702913,1.8774464,1.211473,0.47171968,0.26122287,0.12722553,0.050908856,0.02649706,1008.5,623.625,486.75,408.375,341.625,243,154.5,105.5,0.5,0.5,0.70710677,0.70710677,0.86602539,1.118034,-2.7790048,-2.7573695,-2.705786,-9.6709929,-9.4570274,-9.4151764,1.4065446,302.75,347.75,267.75,110.5,53.625,24.75,10,5.25,0.12583461,0.063360885,0.51454735,0.4685477,0.2812463,0.31903982,0.41319284,1.0590867,1.4093176,0.97536266,0.33284989,0.40950626,0.59977043,0.94327396,0.96621716,1.1068119,2.1463375,2.767657,1.4175742,632.4184,896.5,1429.375,804.125,395.625,135.375,61.25,25.875,10,5.25,1126.625,456.375,127.875,24.875,7.625,1.125,0,0,394.431,2450,45,146
11696578,0,2.0999999,380.14847,380.39719,109,380.14847,0,28,0,0,0,0,0,1,4,1 5 255,2.7503471,-113990.98,-840224.88,-34.764488,-8.5915699,8.5915699,-1.09219,56.14386,641.80341,0,0,641.80341,0,0,0,3,4,6,0,18,0,48,2,8,28,18,79.201073,1.6500224,0,0,20,0,0,20,0,4,4,0,0,1.5105332,-2.337173,-0.64981192,0.60153925,2.3015242,-2.4580564,-0.57858711,0.69553667,2.5083768,-2.0420871,-0.43284041,0.81252533,2.6093159,31.21014,7,0.23333333,18,50,1,30,2,7,0.23333333,31,0,0,0,20.095648,15.723573,12.118802,13.853006,13.549575,8.3469458,4.5534182,6.4158163,0,0,0,0,1.0577796,0.75701576,15,0,0,0,0,133.19482,24.412165,-1.587629,64.381271,7.9575534,0,0,0,0,-16.171505,1.2055833,6.6417475,13.11686,28.596502,65.968895,0,0,1,0,0,0,0,-0.81687546,-0.47328004,0.026264878,2.4883122,-1.3703362,-0.39861596,0.14492294,2.643357,-0.4870806,-0.2172545,0.15879895,2.7868762,0.026993576,22.68,10.857822,5.7956104,15.881892,7.4945102,3.9594598,4.2509642,8,3,1,0,1.7280101,-3.5986199,4.0196528,-114282,-833929.56,-58.2216,-8.8777599,8.8777599,-0.67916,10.501464,0,1,0.21867138,0.79881585,18,1,3,7,0,0,0,2.6215036,-2.6215036,0.095175341,0.13956064,86.109604,112.70294,45.185135,17.238026,12.949531,0,0,49.019615,24.509808,0,0,5.8194671,19.249496,14.162388,0.86514688,0.29141217,0.10138714,0.13485314,0.70858783,0.033465989,334.76514,112.76077,39.23135,52.180882,274.18524,12.949531,0.46666667,0.875,2.9872336,-103763.57,-830250.94,-55.141102,-8.7170401,8.7170401,-1.1969301,8235.4902,1785.2563,6521.6177,8164.1064,5326.709,2674.9041,233.87717,0,0,0,0,1,0,0,0,1,0,386.94601,0,0,0,386.94601,0,8,0,4.6528835,3,0,0,1,3.0118999,65.896851,56.840595,0,0,27.047791,106.1516,0,146.23015,0,20.814953,10.53666,23.862217,66.570724,0,18.915859,61.934929,140.28783,5.2587838,106.1516,4.2803164,2.3159883,0.70324409,108.59,0.38983503,5.9068904,3.6824853,9.3029499,386.94601,502.50473,359.625,403.67822,32.44334,0,0,23.425066,285.617,24.140093,55.868408,3.781276,0.12728079,2.7203786,2.2432857,1.6270341,0.64365739,0.27145424,0.076422632,0.021094304,0.005500122,877.375,554,411.875,338.75,276.75,209,142.125,103.75,0.5,0.5,0.70710677,0.5,0.70710677,0.86602539,-2.6268513,-2.6120272,-2.606746,-6.8706603,-6.659431,-6.4237213,1.3482676,320.875,405.375,327,114,39,12.625,3.625,0.75,0.12169954,0.039852399,0.051296089,0.095050976,0.31415904,0.67752999,0.70271581,0.046738002,1.4712298,1.580037,0.87205374,1.3337617,1.3438988,2.0401616,3.4996777,6.5349312,9.4579716,9.7939253,1.4466726,580.12439,839.25,1479.75,934.125,484,148.875,50.125,13.5,3.625,0.75,1158.875,528.75,157,34.875,11.125,0.875,0,0,380.40399,2244,45,142
